,Noise_Type,Kurtosis_Wiener_R,Kurtosis_Wiener_G,Kurtosis_Wiener_B,Kurtosis_Median_R,Kurtosis_Median_G,Kurtosis_Median_B,Skewness_Wiener_R,Skewness_Wiener_G,Skewness_Wiener_B,Skewness_Median_R,Skewness_Median_G,Skewness_Median_B
147,0,383.78928011095775,307.6546764623059,1340.6049458592252,-0.9468437909956728,-0.8900659181207384,-0.9551310778658619,13.054863964740012,12.208156807386102,21.84415564354362,1.0257162387642813,1.0530252566075715,1.021652793003254
148,1,469.67202192924935,133.06974056411133,19724.664518926886,-1.9606347765918952,-1.9635569636794652,-1.9695666366249056,10.207321548689912,5.958863961666286,100.65034138416938,0.16764527301305032,0.158211746252444,0.1375748662332028
149,3,142.9068164264702,57.17436953842929,9450.307587687059,-1.9567654350208386,0.005535438192596498,-1.9646748367106417,4.604814556714484,2.954080364479739,59.43557676103352,0.16827856095786517,-1.342625456200553,0.1411017822055613
150,0,166.7760255621489,132.28559080340796,140.40081447576665,-1.0193700307554545,-1.0131938753236134,-1.0614410722657988,10.104925032391792,9.575381603325082,8.163126076959626,0.9898368523721979,0.9929615393454062,0.9683492805002492
151,1,36.46869118945108,35.280026925516815,25545.44275892961,-1.967078379210646,-1.9638958622533635,-1.956078887720001,1.5860602694406385,1.9321511147987886,113.40655644692968,0.14718955413868262,0.1576596794277904,0.18024017245369744
152,3,39.01684985128577,27.36346373342065,4976.732019718143,-1.9614217477446498,-0.0684103416961821,-1.9556434216274625,2.570211384003014,1.97071014213057,-7.150902997030319,0.1542590429921579,-1.2407097546532675,0.17051733397575455
153,0,103.06356958797646,101.90787745602375,96.3910550846768,-1.0726830273971217,-1.0744252333579283,-1.3015134816212215,8.661700383187288,8.674035575352192,8.484454597929732,0.9624337248728744,0.9615336748400847,0.8351614705667574
154,1,44.691032118571634,53.605991244935716,45.09575007047994,-1.9695603049570458,-1.9685603655756796,-1.9710215153926065,4.575767906887532,5.07169363232615,4.904919987514235,0.13766291079384932,0.14131488555906105,0.13271253046231749
155,3,47.948662651381916,43.732220761489,154.15420585368648,-1.9644828030359103,-1.0838235982341649,-1.9663467221472635,3.431733149880488,3.304406913071362,5.865067831530442,0.1423882989197463,-0.9352814736583398,0.1363784034327305
156,0,103.81194451560486,107.68464149492038,117.04260611903983,-0.230375933817768,-0.17720547995365798,-0.325442293431943,9.258120834995795,9.428216056143487,9.78846787919374,1.3301156480699792,1.3499606370182118,1.2938865698851962
157,1,56.43059039069686,57.88034936195558,51.559399910937024,-1.9674662831051593,-1.9651351093824412,-1.963722565247435,4.924492770857231,4.645048983769781,3.8563486716764976,0.14719915502566072,0.15530129621548378,0.16157562753426957
158,3,64.42074322744575,84.43015670976514,31.877882743351314,-1.9655712990398804,-1.8722478698913758,-1.962672058880419,3.1262504151587263,3.239566867385313,1.5697458908415867,0.14101090670212973,0.3153687198197243,0.15589395999192263
159,0,108.74081447585996,106.71972507392246,105.71297616636068,-0.568197311728337,-0.5081908827487465,-0.753823191401712,9.192642790637882,9.12571771576515,9.08386734200103,1.1963040949655426,1.2211244517085178,1.1160204662334676
160,1,78.684062180516,72.00250794126897,63.10146467377035,-1.9631301420369838,-1.9616265805425654,-1.9631036081956705,6.496881055394549,6.357740527905504,6.455182987532119,0.16116139317370248,0.16525270940125988,0.16053387746843994
161,3,55.53808264556662,35.89537370341304,45.83358686555729,-1.9634454867972102,-1.9466010592565632,-1.959588958109826,3.3395838850338384,2.643476252783215,3.688977201730161,0.1488843730153501,-0.18060577311401357,0.1599548168442405
162,0,188.86664580094623,210.98278087093874,1179.2049981754035,-0.8863516059496925,-0.8710264277738449,-0.9483448274361455,11.023380412425398,11.621976048680716,-2.145485032642619,1.0549075063551372,1.0621521881574518,1.0251020642597828
163,1,850.4264936448221,409.4826547616175,295.253978778478,-1.9678104382087556,-1.968757490758326,-1.9615433564301796,14.313774472995384,10.37497339622294,7.691106721950903,0.14426464460799424,0.14212330017691205,0.16472672722131962
164,3,1140.605849781536,636.122976583166,55775.247057034125,-1.965769169358031,-1.8057418760771815,-1.9560771230195884,12.255224877706517,12.307856463114126,228.64002431115776,0.13762051117232318,-0.38889802946846774,0.16956006236488394
165,0,102.49402955007291,108.531522101469,164.89014180990003,-0.6026013188404344,-0.6041152691891449,-0.7290122726076991,9.167231681108259,9.233664103595949,10.525911470478118,1.181905467475764,1.1812712032204278,1.1271590594090453
166,1,40.48085617691045,45.4052222252473,68.76856982077884,-1.9720157394123694,-1.966450424097646,-1.9624460473454217,3.820042589151997,4.170171046251384,4.738789594241792,0.13042048450685537,0.1505163374881624,0.1633584206397352
167,3,28.963466403450106,23.319003828464854,44.58015812968147,-1.9653169374627542,-0.42393535470806487,-1.96046856366117,1.8181143125064905,1.7489361383040944,2.5445827990851693,0.14167710736616104,1.2060618902609583,0.1580452867797474
168,0,101.55907209883453,107.48713652114407,98.6476584376042,-0.915036329594423,-0.8653866553271112,-0.9740029085493238,9.023800182455371,9.188722385627033,8.922498990055834,1.0412581226986601,1.0648322667801031,1.0125472645655398
169,1,273.9492603231673,113.53746825336043,89.41082651773871,-1.9614371172018896,-1.958569429472748,-1.969209342942799,8.996860554327975,7.106247947212324,6.962401203898929,0.16556928009347616,0.17394222717422209,0.14037624614924654
170,3,538.272504516226,81.93127219805613,75.39714348901012,-1.9615207621325845,-0.7328456775100216,-1.9698095886104043,11.31196861202646,4.831700473004914,4.466999408366712,0.15338445910447537,-1.1078096675355888,0.12322331758637511
171,0,86.13155329034798,87.6038233766696,78.74171346772569,-1.1929055576658347,-1.2024006936867413,-1.2631517985898142,8.353050874785271,8.401891468795954,7.8013720861554345,0.8979433536321769,0.8926471596150621,0.8579209778651324
172,1,53.93181359539638,79.06013156866096,81.02822571784135,-1.9695042536252214,-1.9671605201054825,-1.9623067730532815,5.022567917484329,5.451065701460607,4.636341891955608,0.13898688400334044,0.14694487154456468,0.1624917128643496
173,3,53.42547905427574,251.8699873104356,41.280070746087254,-1.962695596570448,7.420499304579089,-1.9584527091366548,3.6515756918050686,6.372060252189219,3.0454280033999086,0.1490755988727724,-2.915630524175287,0.1623701593221974
174,0,109.42757601180485,105.85208403422376,101.0959663264988,-0.6701686175379287,-0.6623687409921595,-0.7080534121842379,9.154200697700059,9.071771023481864,8.92718892314635,1.1530277166413798,1.1564087445323732,1.1364793394901325
175,1,82.58030931417022,87.80529383824437,56.57177101750929,-1.961806073753155,-1.962346808763871,-1.955875140995387,7.0253136900339825,6.915310317095668,5.507736305808715,0.164918808560835,0.1633053115862495,0.1821780357718506
176,3,62.41640062874012,55.40481185160636,345.5589232742671,-1.9617268213037897,66.77068077705272,-1.9522164606210572,4.729198335646392,4.436111130348461,7.786358277441232,0.1532039294484146,-6.910448646515259,0.18120542499479206
177,0,121.39589522018125,120.60175053594693,122.75339502943469,-0.7395147294885138,-0.7024374759910139,-0.8718720029442522,9.333043725048881,9.318160810607049,9.351201422805593,1.1224670210142678,1.138870793550643,1.061871741410015
178,1,93.66261567758357,71.38881819674398,75.00413354813651,-1.9629134892562257,-1.97219566635383,-1.971775822419798,7.06091252143773,6.538884402314265,6.894792483559956,0.1608576939134131,0.12986757134627447,0.1318317149599449
179,3,99.76480617245086,39.681819558485905,58.67397784003124,-1.9592114440612223,8.927898018870685,-1.9719152753302387,5.335427881621238,3.7203576719961,4.3517191651441705,0.1599436014395009,3.2320756648258455,0.11569408180060733
180,0,157.08263432397385,150.4819836195463,331.63359176970573,-0.9634301875053013,-0.9365943809660324,-1.0694113507081153,9.89811973446113,9.711149241289425,12.299724876181337,1.017775010899068,1.0308751427942575,0.9642947627970186
181,1,92.10187978631441,105.09594256202357,183.55545640011712,-1.9694100394486451,-1.9691317603705931,-1.9713121333957626,6.055717665239913,6.240227587666561,5.254686914558759,0.1400106486250158,0.1397685025585336,0.13257786012709044
182,3,60.721553816979295,51.20773470652803,170.16627318915093,-1.9694192643672417,1.3650733313621695,-1.9641602039379116,3.06088205478918,3.4722164298415237,5.117534564734296,0.12644918160244278,-1.7831781275273664,0.14472783838998127
183,0,102.59157119526844,102.05810454535694,100.04882288860956,-0.6401671437365275,-0.6148691664137678,-0.6559569938696423,8.938583535134452,8.931219790557016,8.856413493285663,1.1659483706653704,1.1767477462742164,1.1591545935417675
184,1,58.7608662536263,56.08155046338844,49.62127711652823,-1.960687920211037,-1.952618779728062,-1.971228202697055,5.576260613193416,5.584722638570476,5.164870196645995,0.16862885097417327,0.1909748183615065,0.13328988527492364
185,3,62.01441047123379,54.407647624733336,104.45962488745644,-1.9614372492889258,1.7823570826069899,-1.9674285500992263,3.9784749111600357,3.841009502845708,4.73108807468732,0.15461785117776558,-1.9220689469263936,0.1335705097754758
